                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     761                                      802                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.8537608477689914E+007                  5.1475132211267995E+005                  5.6360887887040908E+003                  7.2686655826953350E-001                  8.9542770632726720E-001                 -1.7562604996082776E+000                  6.9941163474254875E-001                  6.5774207066358821E-005                  2.8001173546680869E-001                  2.8726821599592981E-003                  1.2805325494852349E-003                  9.5659369404285360E-003                  2.1455932092093641E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9992102573855219E-001                  6.9352271270192679E-005                  2.7956785008971491E-001                  3.4681910716112528E-003                  1.0470769157132720E-003                  9.5647397760021697E-003                  2.1452815703354071E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999991722810E-001                  8.9525507438758245E-001                  9.9999999985295596E-001                  8.9515675367092251E-001                  8.4835839891414707E+003                  3.6065696402823336E+007                  1.3757683423773422E+010                  7.3005720098772209E-001                  7.3005719341017372E-001                  7.9773850994306275E-048                  2.2665259988495487E-002                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     neut                                       h1                                       h2                                       h3                                      he3                                      he4                                      li6                                      li7                                      be7                                      be8                                      be9                                     be10                                       b9                                      b10                                      b11                                      b12                                      b13                                      c11                                      c12                                      c13                                      c14                                      n12                                      n13                                      n14                                      n15                                      n16                                      o14                                      o15                                      o16                                      o17                                      f16                                      f17                                      f18                                      f19                                      f20                                     ne19                                     ne20                                     ne21                                     ne22                                     na20                                     na21                                     na22                                     na23                                     na24                                     mg23                                     mg24                                     mg25                                     mg26                                     al24                                     al25                                     al26                                     al27                                     si27                                     si28                                      p31                                      s32                                     fe56                                 log_neut                                   log_h1                                   log_h2                                   log_h3                                  log_he3                                  log_he4                                  log_li6                                  log_li7                                  log_be7                                  log_be8                                  log_be9                                 log_be10                                   log_b9                                  log_b10                                  log_b11                                  log_b12                                  log_b13                                  log_c11                                  log_c12                                  log_c13                                  log_c14                                  log_n12                                  log_n13                                  log_n14                                  log_n15                                  log_n16                                  log_o14                                  log_o15                                  log_o16                                  log_o17                                  log_f16                                  log_f17                                  log_f18                                  log_f19                                  log_f20                                 log_ne19                                 log_ne20                                 log_ne21                                 log_ne22                                 log_na20                                 log_na21                                 log_na22                                 log_na23                                 log_na24                                 log_mg23                                 log_mg24                                 log_mg25                                 log_mg26                                 log_al24                                 log_al25                                 log_al26                                 log_al27                                 log_si27                                 log_si28                                  log_p31                                  log_s32                                 log_fe56 
                                       1                  1.0000000000000000E+000                 -4.7969471803270582E-002                  3.7512522003857960E+000                 -6.7162414710980789E+000                  4.8395753607653988E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385684E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
                                       2                  9.9999999999949996E-001                 -4.7970210699784924E-002                  3.7520091646693023E+000                 -6.7110225713671561E+000                  4.8455530679094867E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385687E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
                                       3                  9.9999999999862488E-001                 -4.7971488331815804E-002                  3.7529855415871216E+000                 -6.7045103049916426E+000                  4.8530440506289674E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385690E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
                                       4                  9.9999999999775002E-001                 -4.7972746959644770E-002                  3.7545392759746603E+000                 -6.6945508250072532E+000                  4.8645607306935243E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385693E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
                                       5                  9.9999999999587508E-001                 -4.7975382908081489E-002                  3.7581707645079234E+000                 -6.6730970359157791E+000                  4.8896526112288807E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385700E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
                                       6                  9.9999999999150013E-001                 -4.7981237176650447E-002                  3.7644050247881338E+000                 -6.6419868866826475E+000                  4.9270101634118104E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385712E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
                                       7                  9.9999999998587519E-001                 -4.7988244082048236E-002                  3.7698633319667398E+000                 -6.6198334466331623E+000                  4.9546390925018908E+000                  7.0065131255486102E-001                  2.7899879836833003E-001                  2.0349889076809013E-002                  1.4333368949046922E-047                  7.0065131255486102E-001                  2.1415628037385721E-017                  0.0000000000000000E+000                  2.7927704426074758E-005                  2.7897087066390397E-001                  9.2941109780791747E-024                  1.2481278121960339E-008                  9.0865838829034215E-033                  1.7887445446063360E-055                  1.0347273074321588E-052                  1.3446974263719696E-049                  1.1109434901717943E-048                  9.5998482938513624E-037                  8.9523583213254859E-043                  1.3518972250192344E-099                  1.0000310898509989E-099                  1.0110418114317266E-099                  3.5075619944516774E-003                  5.3602607105285359E-019                  4.2829574330216318E-090                  1.0000391395570147E-099                  0.0000000000000000E+000                  1.0270010035993305E-003                  1.8282972320635050E-023                  1.0030320254099579E-099                  1.2285594297676223E-099                  4.6970263004863421E-099                  9.5303066597957828E-003                  2.7226181875221058E-025                  0.0000000000000000E+000                  1.2638775647113282E-099                  2.7503677158155536E-023                  1.6310152013320966E-022                  2.7771956598945761E-067                  0.0000000000000000E+000                  2.1286463988521589E-003                  2.1324742844574020E-022                  1.6981328778980448E-022                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9701700898238080E-048                  0.0000000000000000E+000                  4.1563605388319517E-003                  2.3728687404222424E-022                  2.8931533250972747E-033                  1.0000098247150346E-099                  0.0000000000000000E+000                  2.7864224349099458E-033                  2.6478917847325335E-027                  1.0225932645178835E-099                  2.2649314662704107E-052                  2.6569197299069276E-053                  2.4231473934730629E-041                  4.5459908382216251E-069                 -4.6843651719999002E+001                 -1.5449806007657541E-001                 -1.6669269184906373E+001                 -9.8999999999999986E+001                 -4.5539647605417723E+000                 -5.5444114213995221E-001                 -2.3031792146051291E+001                 -7.9037409392615610E+000                 -3.2041599359863923E+001                 -5.4747451677761013E+001                 -5.1985174089319621E+001                 -4.8871375426323212E+001                 -4.7954308031545835E+001                 -3.6017735630050410E+001                 -4.2048062543340734E+001                 -9.8869056323411840E+001                 -9.8999986498059144E+001                 -9.8995230883876246E+001                 -2.4549946442881017E+000                 -1.8270814086726936E+001                 -8.9368256241899402E+001                 -9.8999983002238992E+001                 -9.8999999999999986E+001                 -2.9884291320040473E+000                 -2.2737953198234855E+001                 -9.8998685200342706E+001                 -9.8910603830314642E+001                 -9.8328177008025364E+001                 -2.0208931247011899E+000                 -2.4565013258652222E+001                 -9.8999999999999986E+001                 -9.8898294995314458E+001                 -2.2560609238433869E+001                 -2.1787541991244282E+001                 -6.6556393522115357E+001                 -9.8999999999999986E+001                 -2.6718964756126526E+000                 -2.1671116197293188E+001                 -2.1770028329474858E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7303628748528652E+001                 -9.8999999999999986E+001                 -2.3812867870932402E+000                 -2.1624726284912438E+001                 -3.2538628549940263E+001                 -9.8999995733201430E+001                 -9.8999999999999986E+001                 -3.2554953041809085E+001                 -2.6577099767817629E+001                 -9.8990297072153524E+001                 -5.1644944934609597E+001                 -5.2575621566171229E+001                 -4.0615620168105522E+001                 -6.8342371443867052E+001 
