                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9793      8.0000000000000004E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_n14                               center_o16                              center_ne20                              center_mg24                            log_center_h1                            log_center_h2                           log_center_he3                           log_center_he4                           log_center_li7                           log_center_be7                            log_center_b8                           log_center_c12                           log_center_n14                           log_center_o16                          log_center_ne20                          log_center_mg24                               surface_h1                               surface_h2                              surface_he3                              surface_he4                              surface_li7                              surface_be7                               surface_b8                              surface_c12                              surface_n14                              surface_o16                             surface_ne20                             surface_mg24                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                           log_surface_h1                           log_surface_h2                          log_surface_he3                          log_surface_he4                          log_surface_li7                          log_surface_be7                           log_surface_b8                          log_surface_c12                          log_surface_n14                          log_surface_o16                         log_surface_ne20                         log_surface_mg24                           log_average_h1                           log_average_h2                          log_average_he3                          log_average_he4                          log_average_li7                          log_average_be7                           log_average_b8                          log_average_c12                          log_average_n14                          log_average_o16                         log_average_ne20                         log_average_mg24                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                      567                  1.0000000000000001E-005                 -4.9999999999999991E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002583814700539E-004                  9.9999822694063500E-001                  2.4008197809354708E-004                  6.7519699732902048E-005                  7.8129727774150409E-008                  9.9999822694063500E-001                  2.4008197809354708E-004                  6.7519699732902048E-005                  7.8129727774150409E-008                 -2.1531497938502188E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531497938502188E+001                 -2.1531497938502188E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6250748802083392E+000                  2.2004281730539215E+000                  1.3733231625629085E+000                  1.5943330152792516E+000                 -2.3658908769739717E-001                  5.4778883658249207E+000                 -3.0982442548405622E+000                  1.0502197363544335E+001                 -3.0982442548405622E+000                  5.4778883658249207E+000                  6.2150066895713962E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  1.4054788816627461E-035                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  1.1331194843596017E-080                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.4852175675596371E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.9945724292553152E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  1.0974389597583217E-043                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  9.7906610828624877E-098                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  3.9514434214093244E-037                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  5.3120477625816443E-083                  0.0000000000000000E+000                  2.6685881833238257E-003                  8.9753022458760850E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -4.2959619626144935E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.7009187982870387E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.6403244232109074E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -8.2274738028720535E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
                                       5                                      566                  7.4416000000000000E-005                 -4.6832750158095005E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002841199299144E-004                  8.2183898217943097E-001                  1.7135398347544804E-003                  9.9999822694063500E-001                  9.4400026383191282E-001                  8.2183898217943097E-001                  1.7135398347544804E-003                  9.9999822694063500E-001                  9.4400026383191282E-001                 -2.1531497454444185E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531497454444185E+001                 -2.1531497454444185E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6235220986721650E+000                  2.1940476185948152E+000                  1.3732384484057043E+000                  1.5945024435936603E+000                 -2.3706511150054624E-001                  5.4778884433172763E+000                 -3.0982441351573136E+000                  1.0502197561426218E+001                 -3.0982441351573136E+000                  5.4778884433172763E+000                  6.2150066868301423E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  1.0468495022171991E-034                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  8.4601448612300938E-080                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.3980115749127812E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.9072622200566855E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  8.2030525574570837E-043                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  7.2535133153793777E-097                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  2.9398066101398813E-036                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  3.9397013213166258E-082                  0.0000000000000000E+000                  2.6685881833238261E-003                  8.9753022458760850E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -4.2086024505888929E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.6139451587373699E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.5531681237925099E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -8.1404536701885306E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
                                      10                                      566                  2.5958682111999992E-004                 -4.2873687855713767E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002922945684763E-004                  8.2183898217943074E-001                  1.7135398424932714E-003                  9.9999811325191656E-001                  9.4400026378353119E-001                  8.2183898217943074E-001                  1.7135398424932714E-003                  9.9999811325191656E-001                  9.4400026378353119E-001                 -2.1531489723063547E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531489723063547E+001                 -2.1531489723063547E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6202224246455748E+000                  2.1803685720272781E+000                  1.3729982731751156E+000                  1.5949827940548376E+000                 -2.3235344221791843E-001                  5.4778890858064262E+000                 -3.0982431581586556E+000                  1.0502199186849268E+001                 -3.0982431581586556E+000                  5.4778890858064262E+000                  6.2150066640261581E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  3.6513260146639840E-034                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  2.9499283180993156E-079                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.3437549388620113E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.8530188537049682E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  2.8955197470812466E-042                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  2.5578325032921646E-096                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  1.0256802674797091E-035                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  1.3776006338956869E-081                  0.0000000000000000E+000                  2.6685881833238261E-003                  8.9753022458760850E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -4.1538273468886651E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.5592127898198896E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.4988987999565254E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -8.0860876666052050E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
                                      15                                      566                  7.2035107872931792E-004                 -3.8914625553332525E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002888351349651E-004                  8.2183898217943097E-001                  4.6985741752189641E-004                  9.9999811325191656E-001                  9.4400026379104574E-001                  8.2183898217943097E-001                  4.6985741752189641E-004                  9.9999811325191656E-001                  9.4400026379104574E-001                 -2.1531432465866512E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531432465866512E+001                 -2.1531432465866512E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6148213320459965E+000                  2.1577167343653536E+000                  1.3724745395433096E+000                  1.5960302613184496E+000                 -1.8365603866995983E-001                  5.4778929921028210E+000                 -3.0982372142982149E+000                  1.0502209073072576E+001                 -3.0982372142982149E+000                  5.4778929921028210E+000                  6.2150065253906994E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  1.0125957562213099E-033                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  8.1675463768666467E-079                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.2994563897069192E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.8087908390839658E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  8.2226883591689496E-042                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  7.2619508549723695E-096                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  2.8465286224139097E-035                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  3.8257663056279086E-081                  0.0000000000000000E+000                  2.6685881833238261E-003                  8.9753022458760850E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -4.1084986169239556E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.5138946694487643E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.4545684444912709E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -8.0417281562086018E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
                                      20                                      565                  1.8668799962237360E-003                 -3.4955563250951283E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002740191964624E-004                  8.2636862040561443E-001                  2.4009506726365849E-004                  9.9999811325191656E-001                  9.4400026386087443E-001                  8.2636862040561443E-001                  2.4009506726365849E-004                  9.9999811325191656E-001                  9.4400026386087443E-001                 -2.1531115209937933E+001                 -9.8999999999999986E+001                 -3.7327719462333661E+001                 -2.1531115209937930E+001                 -2.1531115209937933E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6054548371591615E+000                  2.1188599851937870E+000                  1.3717791547311962E+000                  1.5974210309426764E+000                 -8.2392270800704534E-002                  5.4779113633527361E+000                 -3.0982092777458075E+000                  1.0502255550587268E+001                 -3.0982092777458075E+000                  5.4779113633527361E+000                  6.2150058731363189E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  2.5931843443191910E-033                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  2.0289895526918332E-078                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.2586166609001999E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.7692720189151942E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  2.2304419937489044E-041                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  1.9697024211795606E-095                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  7.3795145192162276E-035                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  9.9274688512959470E-081                  0.0000000000000000E+000                  2.6685881833238261E-003                  8.9753022458760850E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -4.0651609066805833E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.4705599381250366E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.4131972208442633E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -8.0003161466916453E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
                                      25                                      566                  4.7198108322034464E-003                 -3.0996500948570045E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002368018069435E-004                  8.3935666133296727E-001                  2.4012263653611389E-004                  9.9999796176422873E-001                  9.4400026371255663E-001                  8.3935666133296727E-001                  2.4012263653611389E-004                  9.9999796176422873E-001                  9.4400026371255663E-001                 -2.1530026978930646E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1530026978930646E+001                 -2.1530026978930646E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5940771391971400E+000                  2.0717471833917829E+000                  1.3709781497542377E+000                  1.5990230408965933E+000                 -4.1612452185677329E-002                  5.4779720994099987E+000                 -3.0981168392335827E+000                  1.0502409285847705E+001                 -3.0981168392335827E+000                  5.4779720994099987E+000                  6.2150037151776338E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  6.5559218388536628E-033                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  5.1297529494751627E-078                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.2183366232825286E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.7289903550144174E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  6.1528110285275688E-041                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  5.4335691543405983E-095                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  1.8679943624746272E-034                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  2.5209974601153584E-080                  0.0000000000000000E+000                  2.6685881833238261E-003                  8.9753022458760850E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -4.0210926423206786E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.4264914801197961E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.3728624438785715E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.9598427591871527E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
                                      30                                      561                  1.1818815689988476E-002                 -2.7037438646188803E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0001467269327929E-004                  8.5910830736687549E-001                  2.4123540240232334E-004                  9.9999811325191656E-001                  9.3344022100652246E-001                  8.5910830736687549E-001                  2.4123540240232334E-004                  9.9999811325191656E-001                  9.3344022100652246E-001                 -2.1529203339080848E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1529203339080848E+001                 -2.1529203339080848E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5869540232226620E+000                  2.0412151522639226E+000                  1.3699583661392634E+000                  1.6010626081265420E+000                 -1.7509237716427001E-002                  5.4780179313804256E+000                 -3.0980467066025681E+000                  1.0502525671616736E+001                 -3.0980467066025681E+000                  5.4780179313804256E+000                  6.2150020866230993E-001                  8.5000999442068825E-001                  1.2968293768401149E+000                  7.0001067228923031E-001                  1.6446551353041800E-032                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.3126088897721630E-008                  1.2931509176143548E-077                  0.0000000000000000E+000                  2.6685881833238244E-003                  8.9753022458760872E-004                  9.5679134100148302E-003                  2.5800503643778647E-003                  4.7224133495297679E-003                 -1.5489533872718589E-001                 -3.1783925154574852E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.6888350787677680E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  7.0001067228923031E-001                  1.7027047976098309E-040                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.3126088897721632E-008                  1.5037124337751114E-094                  0.0000000000000000E+000                  2.6685881833238248E-003                  8.9753022458760872E-004                  9.5679134100148319E-003                  2.5800503643778642E-003                  4.7224133495297688E-003                  7.0001067228923042E-001                  4.6873432288239857E-034                  2.7955281905284692E-005                  2.7952486377094155E-001                  1.3126088897721627E-008                  6.3590748083889541E-080                  0.0000000000000000E+000                  2.6685881833238261E-003                  8.9753022458760839E-004                  9.5679134100148180E-003                  2.5800503643778642E-003                  4.7224133495297662E-003                 -1.5489533872718589E-001                 -3.9768860640282874E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.8818646587672543E+000                 -9.3822835209200193E+001                 -9.8999999999999986E+001                 -2.5737184413902208E+000                 -3.0469509175122096E+000                 -2.0191827637196811E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                 -1.5489533872718581E-001                 -3.3329073244276536E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8818646587672543E+000                 -7.9196606065930141E+001                 -9.8999999999999986E+001                 -2.5737184413902203E+000                 -3.0469509175122096E+000                 -2.0191827637196815E+000                 -2.5883718162236296E+000                 -2.3258360021020148E+000                  5.6000853783138438E-001                  2.2361989101675325E-001                                        0                                        0                                        6 
