07470410-0439578,5927.0,65.0,4.22,0.17,-0.24,0.06,2.5,0.14,Br39,0.9996
07470466-0439176,5920.0,66.0,4.31,0.17,-0.25,0.06,2.71,0.11,Br39,0.9998
07470677-0449070,5997.0,80.0,4.17,0.22,-0.22,0.08,2.7,0.17,Br39,0.9994
07471650-0439003,5948.0,79.0,3.67,0.22,-0.13,0.08,2.48,0.18,Br39,0.9996
07462164-0440409,5835.0,106.0,4.22,0.33,-0.29,0.09,2.59,0.18,Br39,0.9996
07462521-0440149,5916.0,63.0,4.59,0.18,-0.17,0.05,2.2,0.2,Br39,0.9986
07462642-0439442,6509.0,82.0,4.4,0.21,-0.33,0.08,2.26,,Br39,0.9905
07462927-0441509,6222.0,83.0,4.47,0.22,0.15,0.08,2.22,0.37,Br39,0.9997
07463557-0437499,5907.0,65.0,4.33,0.17,-0.39,0.06,2.42,0.09,Br39,0.9995
07463560-0442099,6049.0,67.0,4.28,0.17,-0.18,0.05,2.77,0.07,Br39,0.9999
07463568-0439523,6132.0,106.0,4.63,0.34,-0.11,0.1,2.61,0.15,Br39,0.966
07463670-0443201,6000.0,62.0,4.35,0.17,-0.26,0.05,2.68,0.07,Br39,0.9998
07463704-0438419,5841.0,63.0,4.0,0.17,-0.32,0.06,2.48,0.11,Br39,0.9988
07463809-0440506,5715.0,80.0,4.36,0.22,-0.19,0.08,2.2,0.23,Br39,0.9931
07463810-0437296,5724.0,66.0,4.16,0.18,-0.5,0.05,2.29,0.08,Br39,0.9997
07463888-0440504,5877.0,63.0,4.19,0.17,-0.36,0.05,2.52,0.08,Br39,0.9884
07463986-0443218,5257.0,63.0,3.8,0.17,-0.15,0.06,1.66,0.09,Br39,0.9704
07464060-0445452,5813.0,83.0,3.7,0.22,0.02,0.08,2.65,0.13,Br39,0.9997
07464097-0435394,5204.0,66.0,3.77,0.17,-0.44,0.05,1.76,0.14,Br39,0.9994
07464258-0439182,4966.0,66.0,3.37,0.17,-0.13,0.06,0.87,0.12,Br39,0.9999
07464311-0439289,6154.0,65.0,4.05,0.17,-0.22,0.05,2.69,0.09,Br39,0.9996
07464419-0438397,5880.0,65.0,4.39,0.17,-0.41,0.05,2.45,0.09,Br39,0.9979
07464490-0440200,5378.0,65.0,3.99,0.18,0.03,0.05,1.0,0.28,Br39,0.9978
07464503-0438106,5428.0,80.0,4.22,0.22,-0.41,0.08,1.74,0.28,Br39,0.9952
07464522-0443318,5868.0,66.0,4.21,0.17,-0.41,0.06,2.44,0.08,Br39,0.9999
07464563-0437308,6091.0,66.0,4.24,0.18,-0.24,0.05,2.89,0.06,Br39,0.9998
07464594-0441053,6091.0,63.0,4.37,0.18,-0.29,0.05,2.73,0.07,Br39,0.9999
07464612-0442462,6097.0,66.0,4.17,0.17,-0.24,0.06,2.53,0.06,Br39,0.9997
07464671-0440377,5914.0,64.0,4.22,0.18,-0.26,0.05,2.34,0.09,Br39,0.9997
07464674-0443249,5802.0,64.0,3.94,0.17,-0.36,0.05,2.58,0.11,Br39,0.9989
07464695-0441196,6267.0,106.0,4.43,0.34,0.05,0.1,2.88,0.13,Br39,0.9983
07464891-0443597,6010.0,65.0,4.05,0.18,-0.28,0.06,2.57,0.07,Br39,0.9998
07464913-0436244,6135.0,66.0,4.36,0.17,-0.14,0.06,2.71,0.09,Br39,0.9995
07464963-0443121,6262.0,106.0,4.17,0.35,0.05,0.09,2.51,0.19,Br39,0.9911
07464991-0441446,5891.0,64.0,4.0,0.17,-0.26,0.05,2.52,0.08,Br39,0.9991
07464992-0444499,6036.0,65.0,4.37,0.17,-0.23,0.06,2.74,0.11,Br39,0.9998
07465077-0436120,5769.0,64.0,3.93,0.17,-0.52,0.05,2.56,0.09,Br39,0.9894
07465153-0433314,5888.0,64.0,4.36,0.17,-0.31,0.06,2.39,0.09,Br39,0.9998
07465239-0436190,5931.0,81.0,4.61,0.22,-0.19,0.08,2.64,0.1,Br39,0.9998
07465340-0439556,6570.0,83.0,4.21,0.22,0.24,0.08,3.02,,Br39,0.9995
07465396-0441518,5748.0,66.0,4.45,0.17,-0.2,0.05,2.27,0.08,Br39,0.9999
07465418-0443263,5698.0,80.0,4.47,0.22,-0.31,0.08,1.68,,Br39,0.9979
07465432-0437308,5684.0,65.0,4.25,0.17,-0.41,0.06,2.19,0.14,Br39,0.9945
07465440-0440053,5265.0,64.0,3.53,0.17,-0.16,0.05,1.81,0.08,Br39,0.9999
07465462-0440241,6149.0,63.0,4.16,0.17,-0.19,0.05,2.59,0.07,Br39,0.9999
07465489-0433132,6014.0,64.0,4.07,0.18,-0.29,0.05,2.67,0.06,Br39,0.9999
07465613-0441527,5537.0,69.0,4.38,0.21,-0.31,0.06,1.97,0.19,Br39,0.9905
07465642-0434349,5795.0,81.0,3.16,0.22,-0.21,0.08,2.03,0.32,Br39,0.9998
07465648-0436077,6035.0,64.0,4.37,0.18,-0.32,0.05,2.76,0.08,Br39,0.9999
07465778-0438431,6125.0,64.0,4.39,0.18,-0.29,0.05,2.61,0.09,Br39,0.9999
07465798-0443038,6087.0,67.0,4.26,0.17,-0.16,0.06,2.64,0.08,Br39,0.9991
07465855-0440599,6048.0,65.0,4.16,0.18,-0.31,0.05,2.68,0.07,Br39,0.9998
07465857-0442486,6026.0,63.0,4.54,0.18,-0.29,0.05,2.81,0.09,Br39,0.9992
07465950-0445386,5681.0,83.0,3.55,0.21,-0.1,0.07,2.32,0.23,Br39,0.9997
07465960-0438381,5624.0,63.0,3.97,0.18,-0.5,0.05,2.28,0.11,Br39,0.9998
07470151-0436365,6129.0,80.0,4.85,0.22,-0.15,0.08,2.35,,Br39,0.9998
07470176-0440150,6004.0,65.0,4.22,0.18,-0.35,0.05,2.42,0.1,Br39,0.9855
07470211-0441349,5239.0,64.0,4.24,0.18,-0.08,0.06,1.13,0.14,Br39,0.987
07470224-0438387,5918.0,63.0,4.11,0.18,-0.37,0.05,2.73,0.07,Br39,0.9851
07470316-0442197,5841.0,65.0,3.91,0.17,-0.22,0.05,2.31,0.15,Br39,0.9996
07470519-0435028,5999.0,65.0,4.05,0.17,-0.34,0.06,2.66,0.08,Br39,0.9949
07470748-0439506,5856.0,64.0,4.34,0.17,-0.24,0.05,2.41,0.12,Br39,0.9997
07471151-0442471,5287.0,64.0,3.49,0.18,-0.38,0.05,2.01,0.15,Br39,0.9995
07471215-0438547,6038.0,65.0,4.18,0.18,-0.24,0.05,2.69,0.08,Br39,0.9997
07461809-0436498,4671.0,82.0,2.88,0.22,-0.46,0.08,0.81,,Br39,0.9983
07461890-0446254,5475.0,80.0,3.03,0.22,-0.16,0.08,1.53,,Br39,0.9995
07462123-0445459,5595.0,84.0,3.71,0.22,0.19,0.08,2.21,,Br39,0.9994
07462576-0445070,5104.0,81.0,3.99,0.21,-0.31,0.08,1.29,,Br39,0.998
07462750-0438389,5369.0,101.0,4.26,0.34,-0.08,0.09,1.57,,Br39,0.9983
07462827-0446479,5996.0,66.0,4.41,0.17,-0.34,0.06,2.79,0.08,Br39,0.9998
07462942-0430461,5802.0,66.0,3.85,0.17,-0.17,0.05,2.17,0.19,Br39,0.9983
07463433-0434585,5690.0,81.0,3.6,0.22,-0.13,0.08,1.84,,Br39,0.9996
07463804-0435059,5252.0,80.0,3.44,0.21,-0.15,0.07,1.87,,Br39,0.9867
07463848-0439584,5282.0,65.0,4.54,0.18,-0.28,0.06,1.25,,Br39,0.999
07464093-0440253,5472.0,66.0,4.74,0.18,-0.32,0.05,2.13,0.17,Br39,0.9995
07464151-0429578,5593.0,81.0,3.36,0.22,0.07,0.07,1.71,0.49,Br39,0.9983
07464489-0433351,5900.0,105.0,4.49,0.34,0.13,0.09,2.26,0.29,Br39,0.9986
07464518-0437309,5725.0,81.0,4.0,0.22,-0.18,0.07,2.31,0.16,Br39,0.9995
07464518-0445344,5133.0,82.0,4.66,0.22,-0.26,0.08,1.52,0.28,Br39,0.9782
07464650-0441028,6016.0,82.0,4.16,0.22,0.18,0.08,2.82,0.17,Br39,0.9988
07464785-0441049,5890.0,66.0,4.09,0.17,-0.23,0.05,2.47,0.14,Br39,0.999
07464839-0440089,6133.0,65.0,4.3,0.17,-0.24,0.05,2.79,0.07,Br39,0.9998
07464920-0445237,5529.0,64.0,4.04,0.17,-0.13,0.05,1.78,0.31,Br39,0.985
07464928-0440106,5857.0,63.0,4.31,0.18,-0.35,0.05,2.68,0.1,Br39,0.9996
07465017-0440205,5759.0,64.0,4.32,0.17,-0.34,0.06,2.46,0.1,Br39,0.9994
07465186-0438125,5810.0,103.0,4.79,0.32,0.01,0.09,2.52,0.21,Br39,0.9985
07465187-0440022,5486.0,64.0,4.26,0.17,-0.18,0.05,1.81,0.1,Br39,0.995
07465188-0435157,5561.0,83.0,3.85,0.22,-0.02,0.08,1.88,0.28,Br39,0.9985
07465301-0442031,6105.0,66.0,4.21,0.18,-0.2,0.05,2.58,0.08,Br39,0.9972
07465315-0445253,5544.0,64.0,4.28,0.17,-0.26,0.06,1.95,0.23,Br39,0.9995
07465390-0444238,5875.0,101.0,4.52,0.33,-0.07,0.09,2.06,,Br39,0.9994
07465444-0443452,5841.0,65.0,4.21,0.18,-0.37,0.05,2.41,0.16,Br39,0.9986
07465567-0437027,4887.0,81.0,4.07,0.22,-0.29,0.08,1.53,0.2,Br39,0.9624
07465662-0448234,5602.0,79.0,4.13,0.21,0.0,0.08,1.82,,Br39,0.9995
07470119-0431261,5604.0,82.0,4.9,0.21,0.31,0.07,2.25,0.22,Br39,0.9991
07470308-0446467,5938.0,68.0,4.24,0.21,-0.4,0.05,2.66,0.08,Br39,0.9999
07470386-0441175,5473.0,79.0,3.19,0.22,-0.14,0.08,2.35,0.18,Br39,0.9972
07470609-0442319,5869.0,70.0,4.49,0.21,-0.34,0.05,2.44,0.13,Br39,0.9998
07470613-0442590,5569.0,70.0,4.35,0.21,-0.15,0.05,1.84,,Br39,0.9992
07470803-0441477,5956.0,64.0,4.53,0.17,-0.13,0.05,2.4,0.14,Br39,0.9995
07470877-0433267,5335.0,81.0,4.08,0.22,-0.17,0.08,1.8,0.23,Br39,0.9902
07471018-0445233,5438.0,66.0,4.32,0.17,-0.36,0.05,1.55,,Br39,0.9996
07471024-0435200,5884.0,85.0,4.98,0.22,0.26,0.08,2.68,0.18,Br39,0.9986
07471207-0441081,5650.0,70.0,4.37,0.2,-0.14,0.05,1.73,,Br39,0.9992
07471210-0434498,5592.0,81.0,4.05,0.22,-0.1,0.08,2.07,0.27,Br39,0.9924
07471256-0439231,5707.0,83.0,4.03,0.21,0.14,0.08,2.44,0.21,Br39,0.996
07471267-0440354,5550.0,70.0,4.35,0.21,-0.33,0.05,2.01,0.2,Br39,0.9996
07471663-0443230,5564.0,65.0,4.22,0.17,-0.25,0.06,1.88,0.24,Br39,0.9996
07472212-0445231,5763.0,67.0,4.5,0.17,-0.07,0.05,1.71,,Br39,0.9943
07472934-0446554,5976.0,65.0,4.21,0.18,-0.11,0.05,2.75,0.1,Br39,0.9948
07461360-0438293,6574.0,82.0,3.88,0.22,-0.06,0.08,2.45,,Br39,0.9995
07462020-0437323,5876.0,65.0,4.11,0.17,-0.24,0.05,2.92,0.09,Br39,0.9999
07462529-0440341,5174.0,65.0,3.88,0.17,-0.33,0.05,1.62,0.13,Br39,0.9996
07462603-0436508,6059.0,65.0,4.16,0.18,-0.24,0.05,2.83,0.09,Br39,0.9995
07462914-0436223,5886.0,66.0,4.39,0.17,-0.25,0.05,2.5,0.07,Br39,0.9998
07463452-0439332,5601.0,63.0,3.96,0.17,-0.4,0.05,2.36,0.14,Br39,0.9993
07463543-0436405,6079.0,64.0,4.22,0.17,-0.26,0.05,2.5,0.06,Br39,0.9992
07463586-0440391,5922.0,65.0,4.16,0.17,-0.11,0.05,2.68,0.08,Br39,0.9998
07463755-0442400,5940.0,65.0,4.43,0.17,-0.34,0.05,2.65,0.11,Br39,0.9988
07464060-0434317,6132.0,65.0,4.14,0.18,-0.17,0.06,2.76,0.07,Br39,0.9984
07464334-0439507,6111.0,65.0,4.31,0.18,-0.15,0.05,2.58,0.11,Br39,0.9991
07464396-0444330,5803.0,65.0,4.33,0.17,-0.26,0.06,2.32,0.07,Br39,0.9992
07464438-0440111,6071.0,65.0,4.3,0.17,-0.24,0.05,2.63,0.07,Br39,0.9999
07464474-0434155,5934.0,63.0,3.93,0.17,-0.34,0.05,2.51,0.09,Br39,0.9992
07464519-0436405,6104.0,64.0,4.41,0.18,-0.19,0.06,3.16,0.09,Br39,0.9999
07464523-0438417,5148.0,65.0,3.33,0.17,-0.08,0.05,1.21,0.18,Br39,0.9997
07464606-0440285,5810.0,79.0,4.21,0.22,-0.23,0.08,2.61,0.17,Br39,0.9998
07464621-0436391,6211.0,64.0,4.08,0.17,-0.06,0.06,2.78,0.1,Br39,0.9992
07464719-0437320,5674.0,66.0,4.24,0.18,-0.12,0.05,2.04,0.12,Br39,0.9999
07464788-0440115,4767.0,67.0,2.49,0.18,-0.23,0.05,0.09,0.15,Br39,0.9999
07464789-0439419,6113.0,82.0,4.83,0.22,-0.16,0.08,2.69,0.12,Br39,0.9999
07464890-0440142,5139.0,62.0,3.63,0.17,-0.19,0.05,1.05,0.22,Br39,0.9856
07464896-0439494,6024.0,65.0,4.11,0.18,-0.23,0.05,2.96,0.08,Br39,0.9998
07464983-0438524,6119.0,83.0,3.63,0.21,-0.17,0.07,2.72,0.12,Br39,0.9996
07465048-0440450,5949.0,68.0,4.13,0.17,-0.45,0.05,2.51,0.1,Br39,0.9996
07465080-0442163,6283.0,83.0,4.25,0.22,-0.11,0.07,2.92,0.17,Br39,0.9993
07465090-0441137,5415.0,66.0,4.14,0.18,0.0,0.05,1.48,,Br39,0.9997
07465183-0436558,6626.0,84.0,3.76,0.21,0.21,0.07,2.43,,Br39,0.9771
07465191-0433379,4996.0,63.0,3.38,0.18,-0.12,0.05,0.48,0.46,Br39,0.9972
07465201-0437385,5785.0,65.0,4.12,0.18,-0.35,0.05,2.37,0.1,Br39,0.9855
07465268-0439444,5426.0,66.0,3.79,0.18,-0.02,0.05,2.05,0.1,Br39,0.9993
07465346-0438423,6028.0,65.0,4.57,0.18,-0.1,0.05,2.43,0.12,Br39,0.9915
07465369-0443580,6084.0,64.0,4.43,0.17,-0.19,0.05,2.44,0.09,Br39,0.9996
07465371-0443307,5892.0,65.0,4.39,0.18,-0.39,0.05,2.47,0.07,Br39,0.9998
07465410-0445352,5900.0,65.0,4.11,0.17,-0.16,0.06,2.7,0.07,Br39,0.9999
07465414-0438582,4699.0,31.0,2.53,0.05,-0.15,0.05,-1.0,,Br39,0.9999
07465506-0445252,5988.0,65.0,3.71,0.17,-0.27,0.06,1.99,0.16,Br39,0.9997
07465523-0440124,5551.0,65.0,4.33,0.17,-0.05,0.05,1.83,0.14,Br39,0.9999
07465541-0439390,6202.0,68.0,4.3,0.18,0.07,0.05,2.91,0.1,Br39,0.9998
07465580-0444155,6149.0,65.0,3.91,0.18,-0.33,0.05,2.68,0.11,Br39,0.9998
07465614-0444327,5885.0,63.0,4.01,0.17,-0.33,0.05,1.9,0.25,Br39,0.9804
07465645-0439273,6335.0,81.0,3.94,0.22,0.13,0.07,2.62,,Br39,0.9986
07465819-0447243,5872.0,65.0,4.5,0.18,-0.39,0.05,2.58,0.11,Br39,0.993
07465981-0441479,4840.0,30.0,2.63,0.05,-0.17,0.05,-0.17,,Br39,0.9993
07470013-0433261,5059.0,64.0,3.39,0.17,-0.06,0.05,1.02,,Br39,0.9999
07470014-0449151,5699.0,64.0,4.29,0.17,-0.15,0.05,2.02,0.16,Br39,0.9998
07470294-0440218,6207.0,65.0,4.22,0.17,-0.17,0.05,2.56,0.11,Br39,0.9944
07470350-0447154,5585.0,65.0,4.4,0.18,-0.13,0.06,1.87,0.15,Br39,0.9999
07470488-0440355,6094.0,66.0,4.34,0.18,-0.17,0.05,2.94,0.07,Br39,0.9997
07470632-0442181,6406.0,82.0,4.57,0.23,0.01,0.07,2.87,0.15,Br39,0.9997
07471076-0436259,4638.0,31.0,2.71,0.05,-0.12,0.05,0.28,0.06,Br39,0.9999
07471307-0435542,6436.0,83.0,4.08,0.22,-0.06,0.07,2.7,0.22,Br39,0.9941
07462466-0444454,5868.0,64.0,4.07,0.18,-0.36,0.05,2.29,0.09,Br39,0.9995
07463174-0439430,6099.0,63.0,4.31,0.18,-0.13,0.05,2.72,0.07,Br39,0.9998
07463320-0444202,6020.0,66.0,4.34,0.17,-0.34,0.05,2.66,0.08,Br39,0.9997
07463682-0442382,6057.0,66.0,4.38,0.17,-0.3,0.06,2.75,0.1,Br39,0.9998
07463828-0439474,6036.0,65.0,4.3,0.18,-0.22,0.05,2.7,0.07,Br39,0.9998
07463869-0441141,6039.0,67.0,4.38,0.17,-0.38,0.05,2.59,0.08,Br39,0.9985
07463897-0441563,4697.0,64.0,2.48,0.17,-0.28,0.05,0.5,0.11,Br39,0.9999
07464081-0437213,5604.0,65.0,3.98,0.18,-0.17,0.05,2.16,0.08,Br39,0.9991
07464135-0435045,5865.0,65.0,4.54,0.18,-0.3,0.05,2.27,0.17,Br39,0.9998
07464227-0440498,6588.0,83.0,4.33,0.22,-0.07,0.08,2.1,,Br39,0.9818
07464338-0445368,5981.0,66.0,4.36,0.18,-0.19,0.05,2.72,0.08,Br39,0.9998
07464402-0439460,6089.0,64.0,4.05,0.18,-0.24,0.05,2.58,0.11,Br39,0.9914
07464434-0440076,6130.0,64.0,3.78,0.17,-0.27,0.05,1.89,0.22,Br39,0.9874
07464503-0442552,5149.0,66.0,3.65,0.18,-0.05,0.05,1.59,0.1,Br39,0.9998
07464551-0440332,5962.0,64.0,4.12,0.18,-0.36,0.05,2.44,0.1,Br39,0.9992
07464558-0442471,5900.0,64.0,4.07,0.17,-0.34,0.06,2.53,0.07,Br39,0.9877
07464570-0439106,5856.0,65.0,4.31,0.17,-0.32,0.06,2.6,0.08,Br39,0.999
07464580-0439474,6008.0,66.0,4.26,0.18,-0.01,0.05,2.84,0.07,Br39,0.9985
07464606-0434478,5959.0,65.0,4.09,0.17,-0.28,0.06,2.67,0.08,Br39,0.9994
07464652-0435220,5907.0,64.0,4.29,0.17,-0.09,0.05,2.71,0.06,Br39,0.9999
07464662-0441350,5889.0,65.0,3.94,0.18,-0.39,0.05,2.53,0.1,Br39,0.9755
07464737-0441001,6031.0,65.0,4.23,0.17,-0.25,0.05,2.43,0.08,Br39,0.9997
07464760-0441406,5952.0,66.0,4.23,0.17,-0.15,0.05,2.52,0.07,Br39,0.9999
07464906-0438110,6094.0,65.0,4.38,0.17,-0.27,0.05,2.71,0.07,Br39,0.9998
07464930-0442222,6123.0,63.0,4.15,0.18,-0.22,0.05,2.46,0.09,Br39,0.9995
07464971-0441495,5690.0,63.0,4.1,0.17,-0.2,0.05,1.98,0.1,Br39,0.9778
07465071-0441347,6021.0,64.0,4.23,0.17,-0.28,0.05,2.73,0.07,Br39,0.9998
07465131-0438487,6268.0,66.0,4.02,0.17,-0.24,0.05,1.8,,Br39,0.9895
07465136-0437167,5400.0,64.0,4.05,0.18,-0.55,0.06,2.22,0.12,Br39,0.9997
07465196-0435390,5609.0,67.0,4.28,0.18,-0.25,0.05,2.14,0.09,Br39,0.9997
07465216-0437314,6154.0,65.0,4.54,0.18,-0.15,0.05,2.66,0.11,Br39,0.9963
07465242-0441267,6035.0,64.0,4.18,0.17,-0.08,0.05,2.89,0.08,Br39,0.9992
07465320-0444160,6157.0,65.0,3.94,0.17,-0.19,0.05,2.65,0.07,Br39,0.9996
07465343-0442422,6175.0,64.0,4.3,0.17,-0.18,0.05,2.7,0.09,Br39,0.9994
07465583-0439534,5977.0,64.0,4.33,0.17,-0.39,0.06,2.51,0.08,Br39,0.9999
07465717-0438315,5789.0,65.0,4.27,0.18,-0.47,0.05,2.45,0.06,Br39,0.9991
07465854-0440174,6049.0,63.0,4.27,0.18,-0.28,0.05,2.62,0.08,Br39,0.9954
07465906-0439102,5773.0,65.0,4.06,0.17,-0.08,0.06,2.73,0.06,Br39,0.9999
07465940-0437489,6025.0,67.0,4.22,0.17,-0.28,0.05,2.46,0.08,Br39,0.9999
07465982-0438597,5923.0,63.0,4.32,0.17,-0.25,0.05,2.71,0.09,Br39,0.974
07465982-0441085,5038.0,65.0,3.44,0.17,-0.13,0.05,0.44,0.49,Br39,0.9979
07465987-0433162,6255.0,63.0,4.32,0.17,-0.19,0.05,2.58,0.12,Br39,0.9997
07470093-0435564,6089.0,66.0,4.19,0.17,-0.14,0.06,2.74,0.08,Br39,0.9998
07470248-0436369,6066.0,65.0,4.36,0.18,-0.05,0.05,2.92,0.09,Br39,0.9997
07470302-0441396,6153.0,65.0,4.1,0.17,0.02,0.06,2.71,0.08,Br39,0.9996
07470308-0439056,6264.0,66.0,4.31,0.17,-0.12,0.05,2.81,0.1,Br39,0.9982
07470409-0440178,6284.0,65.0,4.14,0.18,-0.13,0.06,2.63,0.14,Br39,0.9995
07471181-0441580,6178.0,67.0,4.32,0.18,-0.13,0.05,2.67,0.09,Br39,0.9999
07471208-0446289,5996.0,66.0,4.28,0.17,-0.33,0.05,2.66,0.11,Br39,0.9585
07471268-0437532,6131.0,66.0,4.24,0.17,-0.2,0.05,2.74,0.09,Br39,0.9996
07471526-0446560,5611.0,64.0,4.22,0.17,-0.27,0.05,1.98,0.09,Br39,0.9993
07471695-0444134,5920.0,72.0,4.17,0.21,-0.41,0.05,2.5,0.1,Br39,0.9997
07471908-0446276,6004.0,64.0,4.23,0.17,-0.3,0.06,2.75,0.08,Br39,0.9999
07471940-0442180,5900.0,65.0,4.42,0.17,-0.27,0.06,2.09,0.14,Br39,0.9997
07472131-0449367,6067.0,65.0,4.38,0.18,-0.25,0.05,2.7,0.09,Br39,0.9996
07472189-0445280,5766.0,66.0,4.01,0.18,-0.45,0.06,2.13,0.09,Br39,0.9997
07472418-0439448,6223.0,65.0,4.18,0.18,-0.12,0.05,2.61,0.12,Br39,0.9944
07472777-0439250,6004.0,66.0,4.17,0.18,-0.12,0.05,2.19,0.11,Br39,0.9947
07462530-0436380,5845.0,63.0,4.08,0.17,-0.37,0.05,2.22,0.08,Br39,0.9997
07463148-0440498,5812.0,65.0,4.13,0.17,-0.16,0.05,2.27,0.07,Br39,0.9998
07464058-0439038,6403.0,65.0,4.17,0.18,-0.18,0.05,2.4,0.13,Br39,0.9997
07464986-0441416,6110.0,66.0,4.28,0.17,-0.24,0.05,2.46,0.09,Br39,0.9972
07465121-0436035,4909.0,65.0,3.14,0.18,-0.11,0.06,0.8,0.11,Br39,0.9999
07465121-0441472,6015.0,66.0,4.11,0.18,-0.17,0.06,2.81,0.06,Br39,0.9999
07465221-0440041,5956.0,65.0,4.17,0.17,-0.25,0.05,2.51,0.07,Br39,0.9926
07465725-0446317,5832.0,62.0,4.24,0.17,-0.33,0.05,2.3,0.08,Br39,0.9999
07470438-0440071,6011.0,65.0,4.25,0.17,-0.07,0.05,2.23,0.14,Br39,0.9995
07463708-0439072,5091.0,33.0,3.63,0.05,-0.1,0.17,0.6,,Br39,0.9997
07464629-0440040,4996.0,32.0,3.52,0.05,-0.24,0.17,0.94,0.09,Br39,0.9991
07464855-0439092,5067.0,33.0,3.59,0.05,-0.23,0.17,1.21,0.06,Br39,0.9999
07465009-0436004,4817.0,32.0,2.62,0.05,-0.14,0.17,0.64,0.05,Br39,0.9999
07471674-0439150,4829.0,30.0,2.61,0.05,-0.14,0.17,-0.18,,Br39,0.9982
07461976-0434182,5858.0,66.0,4.01,0.18,-0.34,0.06,2.28,0.13,Br39,0.9999
07462005-0442051,5812.0,63.0,4.07,0.18,-0.44,0.05,2.53,0.1,Br39,0.9998
07462406-0440106,5984.0,66.0,4.42,0.18,0.02,0.05,2.38,0.13,Br39,0.9999
07462504-0435396,5689.0,67.0,3.95,0.17,-0.48,0.05,2.32,0.14,Br39,0.9991
07462812-0440073,5679.0,64.0,3.76,0.18,-0.3,0.05,2.78,0.11,Br39,0.9998
07462813-0437443,5555.0,67.0,3.85,0.17,-0.39,0.06,2.17,0.1,Br39,0.9996
07463285-0447005,6037.0,64.0,4.25,0.17,-0.23,0.05,2.57,0.13,Br39,0.9995
07463607-0440079,6070.0,64.0,4.27,0.18,-0.2,0.06,2.54,0.08,Br39,0.9997
07463628-0434522,5579.0,82.0,3.87,0.22,-0.36,0.08,2.41,0.19,Br39,0.9995
07463708-0439479,6156.0,66.0,4.26,0.17,-0.14,0.05,2.65,0.08,Br39,0.9997
07463816-0440256,5939.0,66.0,4.11,0.18,-0.22,0.05,2.43,0.08,Br39,0.9999
07463861-0441303,6009.0,63.0,4.14,0.18,-0.27,0.05,2.64,0.1,Br39,0.9993
07463941-0435346,5579.0,83.0,3.99,0.22,-0.09,0.08,1.65,0.45,Br39,0.9996
07464059-0435031,5724.0,65.0,4.01,0.18,-0.24,0.05,2.14,0.17,Br39,0.9996
07464189-0431042,5544.0,64.0,3.92,0.18,-0.18,0.06,2.05,0.08,Br39,0.9999
07464215-0445192,6072.0,66.0,4.32,0.17,-0.17,0.06,2.57,0.18,Br39,0.9997
07464243-0435007,5851.0,66.0,4.54,0.17,-0.38,0.05,2.6,0.09,Br39,0.9931
07464280-0442170,6093.0,66.0,4.55,0.17,-0.13,0.06,2.54,0.12,Br39,0.9997
07464335-0443200,6064.0,66.0,4.23,0.17,-0.27,0.05,2.63,0.07,Br39,0.9999
07464417-0438252,5912.0,66.0,4.53,0.17,-0.27,0.06,2.46,0.11,Br39,0.9997
07464497-0439015,5835.0,69.0,4.33,0.21,-0.41,0.05,2.47,0.1,Br39,0.9823
07464599-0444054,5794.0,65.0,4.21,0.17,-0.23,0.05,2.24,0.12,Br39,0.9852
07464615-0442099,6278.0,82.0,4.07,0.21,-0.26,0.08,2.74,0.16,Br39,0.9991
07464623-0440377,5862.0,81.0,4.11,0.21,-0.14,0.08,2.36,0.21,Br39,0.9989
07464664-0436366,5940.0,66.0,4.44,0.17,-0.21,0.05,2.4,0.11,Br39,0.9999
07464696-0434586,5753.0,65.0,3.92,0.17,-0.34,0.06,2.4,0.11,Br39,0.9995
07464915-0439599,5959.0,65.0,4.17,0.17,-0.3,0.06,2.68,0.08,Br39,0.9997
07464951-0437282,5804.0,65.0,4.27,0.17,-0.3,0.05,2.37,0.12,Br39,0.9997
07465104-0442331,5892.0,64.0,4.26,0.18,-0.23,0.05,2.43,0.09,Br39,0.9993
07465201-0439201,5764.0,65.0,4.35,0.17,-0.43,0.05,2.25,0.09,Br39,0.9935
07465201-0441255,5081.0,64.0,3.73,0.17,-0.02,0.05,1.21,0.11,Br39,0.9999
07465243-0439524,5954.0,65.0,4.24,0.17,-0.51,0.05,2.7,0.07,Br39,0.9999
07465282-0435386,5913.0,66.0,4.11,0.17,-0.44,0.05,2.26,0.2,Br39,0.9995
07465402-0435596,5798.0,65.0,4.64,0.17,-0.15,0.06,1.97,0.23,Br39,0.9909
07465422-0440235,5969.0,65.0,4.04,0.17,-0.05,0.06,2.42,0.08,Br39,0.9998
07465493-0439063,6040.0,65.0,4.19,0.18,-0.28,0.05,2.54,0.1,Br39,0.9997
07465498-0441552,5859.0,70.0,4.46,0.21,-0.17,0.05,2.54,0.12,Br39,0.9995
07465500-0437433,5149.0,66.0,3.46,0.17,0.01,0.06,0.94,0.16,Br39,0.9999
07465570-0441344,5956.0,102.0,4.39,0.34,-0.24,0.1,2.55,0.15,Br39,0.9913
07465585-0448212,5983.0,81.0,4.69,0.22,0.05,0.08,1.93,,Br39,0.9977
07465652-0439100,5935.0,66.0,4.57,0.18,-0.39,0.05,2.54,0.13,Br39,0.9994
07465971-0440572,5904.0,65.0,4.7,0.18,-0.02,0.05,2.58,0.15,Br39,0.9985
