                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     100                                      563                  8.0000000000000004E-001                  2.0000000000000000E-002                  6.5201627801334007E+002                  3.1631597682764301E+001                  3.8661441884680958E+003                  8.1480487413176689E+001                  2.0147889087354876E+001                 -7.4191646540904026E+000                  7.0001067228922875E-001                  2.7955281905284726E-005                  2.7952486377094266E-001                  3.5167252522530319E-003                  1.0301620435492775E-003                  9.5647424084858573E-003                  2.1452815719480789E-003                  8.0000000000000016E-001                  0.0000000000000000E+000                  5.6000853783138427E-001                  2.2364225524227749E-005                  2.2361989101675336E-001                  2.8133802018023655E-003                  8.2412963483940440E-004                  7.6517939267885231E-003                  1.7162252575583256E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.9999812508195278E-001                  2.0047569443391698E+001                  7.9999740189039581E-001                  2.0016611332888889E+001                  1.0124034498961869E+006                  9.1502913147473610E+003                  9.8183016007661670E+007                  3.9232632336606125E-021                  3.9232632336606125E-021                  0.0000000000000000E+000                  8.9051411896133841E-022                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       h1                                       h2                                      he3                                      he4                                      li7                                      be7                                       b8                                      c12                                      n14                                      o16                                     ne20                                     mg24                                   log_h1                                   log_h2                                  log_he3                                  log_he4                                  log_li7                                  log_be7                                   log_b8                                  log_c12                                  log_n14                                  log_o16                                 log_ne20                                 log_mg24 
                                       1                  8.0000000000000016E-001                  1.3042295514331257E+000                  3.5872780763601693E+000                 -7.8826103865573609E+000                  3.5084707029247841E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759588771E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884457E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       2                  7.9999999999920013E-001                  1.3042295499109156E+000                  3.5872781422470048E+000                 -7.8826099259739877E+000                  3.5084712299726490E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759588834E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884457E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       3                  7.9999999999820015E-001                  1.3042295480081554E+000                  3.5872782154547114E+000                 -7.8826094142155370E+000                  3.5084718155806498E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759588903E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884453E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       4                  7.9999999999720006E-001                  1.3042295461053985E+000                  3.5872783252664315E+000                 -7.8826086465794871E+000                  3.5084726939911848E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759589009E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884449E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       5                  7.9999999999520011E-001                  1.3042295422998906E+000                  3.5872785448905256E+000                 -7.8826071113133267E+000                  3.5084744508069874E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759589219E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884442E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       6                  7.9999999999120019E-001                  1.3042295346889015E+000                  3.5872790573497455E+000                 -7.8826035290560146E+000                  3.5084785500165059E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759589713E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884425E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       7                  7.9999999998120008E-001                  1.3042295156615835E+000                  3.5872797894455619E+000                 -7.8825984116230918E+000                  3.5084844059640208E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759590415E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884400E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       8                  7.9999999997120008E-001                  1.3042294966344892E+000                  3.5872808876053690E+000                 -7.8825907356365787E+000                  3.5084931897387741E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759591468E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884361E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
                                       9                  7.9999999995120019E-001                  1.3042294585809608E+000                  3.5872830839902421E+000                 -7.8825753842567545E+000                  3.5085107567614973E+000                  7.0001067433277153E-001                  2.7955281795712361E-001                  2.0436507710104856E-002                  7.0001067433277153E-001                  1.2073138759593578E-028                  2.7955281850019333E-005                  2.7952486267527360E-001                  1.2531170236019872E-008                  2.4374175476285279E-072                  1.0000127570039426E-099                  3.5167251639355523E-003                  1.0301620176782448E-003                  9.5647421682811505E-003                  2.1452813706688708E-003                  4.1795844583708414E-003                 -1.5489533745934997E-001                 -2.7918179807884286E+001                 -4.5535361247506465E+000                 -5.5357955721421537E-001                 -7.9020083700821013E+000                 -7.1613070066589671E+001                 -9.8999994459738915E+001                 -2.4538615709637361E+000                 -2.9870944667024220E+000                 -2.0193267325265927E+000                 -2.6685157385772014E+000                 -2.3788668943989939E+000 
