                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9793      8.0000000000000004E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_n14                               center_o16                              center_ne20                              center_mg24                            log_center_h1                            log_center_h2                           log_center_he3                           log_center_he4                           log_center_li7                           log_center_be7                            log_center_b8                           log_center_c12                           log_center_n14                           log_center_o16                          log_center_ne20                          log_center_mg24                               surface_h1                               surface_h2                              surface_he3                              surface_he4                              surface_li7                              surface_be7                               surface_b8                              surface_c12                              surface_n14                              surface_o16                             surface_ne20                             surface_mg24                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                           log_surface_h1                           log_surface_h2                          log_surface_he3                          log_surface_he4                          log_surface_li7                          log_surface_be7                           log_surface_b8                          log_surface_c12                          log_surface_n14                          log_surface_o16                         log_surface_ne20                         log_surface_mg24                           log_average_h1                           log_average_h2                          log_average_he3                          log_average_he4                          log_average_li7                          log_average_be7                           log_average_b8                          log_average_c12                          log_average_n14                          log_average_o16                         log_average_ne20                         log_average_mg24                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters                                   tfm_mp                                   tfm_dp                                tfm_s_age 
                                       1                                      567                  1.0000000000000001E-005                 -4.9999999999999991E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002583818038269E-004                  9.9999822694063500E-001                  2.4008197827193797E-004                  6.7519699728729618E-005                  7.8129723781649230E-008                  9.9999822694063500E-001                  2.4008197827193797E-004                  6.7519699728729618E-005                  7.8129723781649230E-008                 -2.1531507238599179E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531507238599179E+001                 -2.1531507238599179E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6250748480534325E+000                  2.2004283974839112E+000                  1.3733233390877171E+000                  1.5943326622296345E+000                 -2.3658959916151731E-001                  5.4778881222070392E+000                 -3.0982446255228728E+000                  1.0502196746994798E+001                 -3.0982446255228728E+000                  5.4778881222070392E+000                  6.2150066982169450E-001                  8.5000999434945834E-001                  1.2967924665302857E+000                  7.0001067228923031E-001                  1.4054490885630010E-035                  2.7955281905284682E-005                  2.7952486377094160E-001                  1.4123307942468696E-008                  1.1330272468550513E-080                  0.0000000000000000E+000                  3.6147896269643365E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703745E-003                  5.0799608742676666E-003                 -1.5489533872718589E-001                 -3.4852184881793725E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -7.9945759646167915E+001                 -9.8999999999999986E+001                 -2.4419169726452643E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                  7.0001067228923031E-001                  1.0974385012170373E-043                  2.7955281905284685E-005                  2.7952486377094155E-001                  1.4123307942468696E-008                  9.7906551619250458E-098                  0.0000000000000000E+000                  3.6147896269643365E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703742E-003                  5.0799608742676666E-003                  7.0001067228922953E-001                  3.9513588050596318E-037                  2.7955281905284688E-005                  2.7952486377094155E-001                  1.4123307942468692E-008                  5.3116180634846157E-083                  0.0000000000000000E+000                  3.6147896269643357E-003                  1.0588882559786517E-003                  8.7622910573338219E-003                  1.9205647200703742E-003                  5.0799608742676632E-003                 -1.5489533872718589E-001                 -4.2959619807605584E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -9.7009188245511609E+001                 -9.8999999999999986E+001                 -2.4419169726452643E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                 -1.5489533872718636E-001                 -3.6403253532206101E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -8.2274773160839686E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                  5.6000853783138371E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
                                       5                                      566                  7.4416000000000000E-005                 -4.6832750158095005E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002841201046632E-004                  8.2183898217952656E-001                  1.7135398347477408E-003                  9.9999822694063500E-001                  9.4400026383200009E-001                  8.2183898217952656E-001                  1.7135398347477408E-003                  9.9999822694063500E-001                  9.4400026383200009E-001                 -2.1531506753843782E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531506753843782E+001                 -2.1531506753843782E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6235220665327388E+000                  2.1940478429686898E+000                  1.3732386248714927E+000                  1.5945018505405870E+000                 -2.3706538047745132E-001                  5.4778881998473548E+000                 -3.0982445055587462E+000                  1.0502196945306594E+001                 -3.0982445055587462E+000                  5.4778881998473548E+000                  6.2150066954707328E-001                  8.5000999434945834E-001                  1.2967924665302857E+000                  7.0001067228923031E-001                  1.0468274653737382E-034                  2.7955281905284678E-005                  2.7952486377094160E-001                  1.4123307942468691E-008                  8.4594607361329841E-080                  0.0000000000000000E+000                  3.6147896269643352E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703738E-003                  5.0799608742676666E-003                 -1.5489533872718589E-001                 -3.3980124891397288E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -7.9072657320978266E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                  7.0001067228923031E-001                  8.2030474126813064E-043                  2.7955281905284678E-005                  2.7952486377094155E-001                  1.4123307942468692E-008                  7.2535073695169954E-097                  0.0000000000000000E+000                  3.6147896269643352E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703742E-003                  5.0799608742676666E-003                  7.0001067228922964E-001                  2.9397437230042399E-036                  2.7955281905284682E-005                  2.7952486377094155E-001                  1.4123307942468687E-008                  3.9393837571513697E-082                  0.0000000000000000E+000                  3.6147896269643344E-003                  1.0588882559786517E-003                  8.7622910573338219E-003                  1.9205647200703729E-003                  5.0799608742676632E-003                 -1.5489533872718589E-001                 -4.2086024778269049E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -9.6139451943374468E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                 -1.5489533872718630E-001                 -3.5531690528273664E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -8.1404571710103482E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                  5.6000853783138382E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
                                      10                                      566                  2.5958682111999992E-004                 -4.2873687855713767E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002922946590250E-004                  8.2183898217952633E-001                  1.7135398424857392E-003                  9.9999811325191656E-001                  9.4400026378365498E-001                  8.2183898217952633E-001                  1.7135398424857392E-003                  9.9999811325191656E-001                  9.4400026378365498E-001                 -2.1531499020579886E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531499020579886E+001                 -2.1531499020579886E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6202223939269018E+000                  2.1803688017540539E+000                  1.3729984494758500E+000                  1.5949822016030213E+000                 -2.3235370959556101E-001                  5.4778888423692527E+000                 -3.0982435285102921E+000                  1.0502198570812496E+001                 -3.0982435285102921E+000                  5.4778888423692527E+000                  6.2150066726657172E-001                  8.5000999434945812E-001                  1.2967924665302859E+000                  7.0001067228923020E-001                  3.6512486884673845E-034                  2.7955281905284668E-005                  2.7952486377094155E-001                  1.4123307942468686E-008                  2.9496884083574719E-079                  0.0000000000000000E+000                  3.6147896269643339E-003                  1.0588882559786515E-003                  8.7622910573338167E-003                  1.9205647200703732E-003                  5.0799608742676658E-003                 -1.5489533872718594E-001                 -3.3437558586017424E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -7.8530223858488995E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                  7.0001067228923020E-001                  2.8955178299110608E-042                  2.7955281905284665E-005                  2.7952486377094155E-001                  1.4123307942468687E-008                  2.5578303121929151E-096                  0.0000000000000000E+000                  3.6147896269643335E-003                  1.0588882559786515E-003                  8.7622910573338167E-003                  1.9205647200703732E-003                  5.0799608742676658E-003                  7.0001067228922953E-001                  1.0256583132516831E-035                  2.7955281905284665E-005                  2.7952486377094155E-001                  1.4123307942468684E-008                  1.3774893347322207E-081                  0.0000000000000000E+000                  3.6147896269643335E-003                  1.0588882559786513E-003                  8.7622910573338167E-003                  1.9205647200703723E-003                  5.0799608742676623E-003                 -1.5489533872718594E-001                 -4.1538273756440105E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -9.5592128270225871E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                 -1.5489533872718636E-001                 -3.4988997295544159E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -8.0860911755006029E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326285002E+000                  5.6000853783138371E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
                                      15                                      566                  7.2035107872931792E-004                 -3.8914625553332525E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002888352316828E-004                  8.2183898217952656E-001                  4.6985723873703878E-004                  9.9999811325191656E-001                  9.4400026379117674E-001                  8.2183898217952656E-001                  4.6985723873703878E-004                  9.9999811325191656E-001                  9.4400026379117674E-001                 -2.1531441760049862E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531441760049862E+001                 -2.1531441760049862E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6148213019365465E+000                  2.1577169654831558E+000                  1.3724747153211114E+000                  1.5960296705027013E+000                 -1.8365634793371288E-001                  5.4778927500913506E+000                 -3.0982375862785836E+000                  1.0502208456865665E+001                 -3.0982375862785836E+000                  5.4778927500913506E+000                  6.2150065339615512E-001                  8.5000999434945834E-001                  1.2967924665302857E+000                  7.0001067228923031E-001                  1.0125741825830392E-033                  2.7955281905284661E-005                  2.7952486377094160E-001                  1.4123307942468684E-008                  8.1668783978653523E-079                  0.0000000000000000E+000                  3.6147896269643335E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703729E-003                  5.0799608742676666E-003                 -1.5489533872718589E-001                 -3.2994573149934226E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -7.8087943910865420E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                  7.0001067228923031E-001                  8.2226828849565999E-042                  2.7955281905284661E-005                  2.7952486377094155E-001                  1.4123307942468683E-008                  7.2619445896892467E-096                  0.0000000000000000E+000                  3.6147896269643335E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703732E-003                  5.0799608742676666E-003                  7.0001067228922964E-001                  2.8464676963956172E-035                  2.7955281905284661E-005                  2.7952486377094155E-001                  1.4123307942468683E-008                  3.8254570911450893E-081                  0.0000000000000000E+000                  3.6147896269643322E-003                  1.0588882559786517E-003                  8.7622910573338219E-003                  1.9205647200703721E-003                  5.0799608742676632E-003                 -1.5489533872718589E-001                 -4.1084986458368967E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -9.5138947069177462E+001                 -9.8999999999999986E+001                 -2.4419169726452647E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976668E+000                 -2.2941396326284997E+000                 -1.5489533872718630E-001                 -3.4545693740486449E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920248E+000                 -8.0417316665006624E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                  5.6000853783138382E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
                                      20                                      565                  1.8668799962237360E-003                 -3.4955563250951283E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002740193683894E-004                  8.2636862040571191E-001                  2.4009506436954744E-004                  9.9999811325191656E-001                  9.4400026386100810E-001                  8.2636862040571191E-001                  2.4009506436954744E-004                  9.9999811325191656E-001                  9.4400026386100810E-001                 -2.1531124501656485E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1531124501656485E+001                 -2.1531124501656485E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6054548091830920E+000                  2.1188602227823581E+000                  1.3717793294776213E+000                  1.5974204429710539E+000                 -8.2392427484532543E-002                  5.4779111201397139E+000                 -3.0982096484186772E+000                  1.0502254934458866E+001                 -3.0982096484186772E+000                  5.4779111201397139E+000                  6.2150058817690790E-001                  8.5000999434945812E-001                  1.2967924665302859E+000                  7.0001067228923020E-001                  2.5931271211235227E-033                  2.7955281905284648E-005                  2.7952486377094155E-001                  1.4123307942468676E-008                  2.0288180616033647E-078                  0.0000000000000000E+000                  3.6147896269643322E-003                  1.0588882559786515E-003                  8.7622910573338167E-003                  1.9205647200703719E-003                  5.0799608742676658E-003                 -1.5489533872718594E-001                 -3.2586176192583039E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -7.7692756897463696E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                  7.0001067228923020E-001                  2.2304405335487057E-041                  2.7955281905284651E-005                  2.7952486377094155E-001                  1.4123307942468679E-008                  1.9697007343351107E-095                  0.0000000000000000E+000                  3.6147896269643313E-003                  1.0588882559786515E-003                  8.7622910573338167E-003                  1.9205647200703719E-003                  5.0799608742676658E-003                  7.0001067228922953E-001                  7.3793566046245521E-035                  2.7955281905284651E-005                  2.7952486377094155E-001                  1.4123307942468679E-008                  9.9266664285866289E-081                  0.0000000000000000E+000                  3.6147896269643318E-003                  1.0588882559786513E-003                  8.7622910573338167E-003                  1.9205647200703712E-003                  5.0799608742676623E-003                 -1.5489533872718594E-001                 -4.0651609351124861E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -9.4705599753178404E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                 -1.5489533872718636E-001                 -3.4131981502030904E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -8.0003196571719570E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326285002E+000                  5.6000853783138371E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
                                      25                                      566                  4.7198108322034464E-003                 -3.0996500948570045E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0002368021714939E-004                  8.3935666133307052E-001                  2.4012263592964168E-004                  9.9999796176422873E-001                  9.4400026371269097E-001                  8.3935666133307052E-001                  2.4012263592964168E-004                  9.9999796176422873E-001                  9.4400026371269097E-001                 -2.1530036270517840E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1530036270517840E+001                 -2.1530036270517840E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5940771031165144E+000                  2.0717473862094780E+000                  1.3709783233243362E+000                  1.5990224561744819E+000                 -4.1612526455537376E-002                  5.4779718561666044E+000                 -3.0981172099546295E+000                  1.0502408669640312E+001                 -3.0981172099546295E+000                  5.4779718561666044E+000                  6.2150037238236122E-001                  8.5000999434945834E-001                  1.2967924665302857E+000                  7.0001067228923031E-001                  6.5557834705988414E-033                  2.7955281905284648E-005                  2.7952486377094160E-001                  1.4123307942468676E-008                  5.1293370860049194E-078                  0.0000000000000000E+000                  3.6147896269643313E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703719E-003                  5.0799608742676666E-003                 -1.5489533872718589E-001                 -3.2183375399073022E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -7.7289938759350804E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                  7.0001067228923031E-001                  6.1528075106900073E-041                  2.7955281905284644E-005                  2.7952486377094155E-001                  1.4123307942468679E-008                  5.4335649010136854E-095                  0.0000000000000000E+000                  3.6147896269643313E-003                  1.0588882559786517E-003                  8.7622910573338184E-003                  1.9205647200703719E-003                  5.0799608742676666E-003                  7.0001067228922964E-001                  1.8679543947285611E-034                  2.7955281905284644E-005                  2.7952486377094155E-001                  1.4123307942468678E-008                  2.5207936931165557E-080                  0.0000000000000000E+000                  3.6147896269643313E-003                  1.0588882559786517E-003                  8.7622910573338219E-003                  1.9205647200703712E-003                  5.0799608742676632E-003                 -1.5489533872718589E-001                 -4.0210926671512453E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -9.4264915141158141E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                 -1.5489533872718630E-001                 -3.3728633731082105E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -7.9598462696412952E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                  5.6000853783138382E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
                                      30                                      561                  1.1818815689988476E-002                 -2.7037438646188803E+000                  3.3201768437552126E+001                 -9.8999999999999986E+001                  1.0001467277723785E-004                  8.5910830736698784E-001                  2.4123541589001361E-004                  9.9999811325191656E-001                  9.3344022100664303E-001                  8.5910830736698784E-001                  2.4123541589001361E-004                  9.9999811325191656E-001                  9.3344022100664303E-001                 -2.1529212636604559E+001                 -9.8999999999999986E+001                 -3.7327719462333661E+001                 -2.1529212636604559E+001                 -2.1529212636604559E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5869539810560354E+000                  2.0412153284693586E+000                  1.3699585385752340E+000                  1.6010620268095725E+000                 -1.7509257336206511E-002                  5.4780176877999178E+000                 -3.0980470778439648E+000                  1.0502525054548684E+001                 -3.0980470778439648E+000                  5.4780176877999178E+000                  6.2150020952902596E-001                  8.5000999434945812E-001                  1.2967924665302859E+000                  7.0001067228923020E-001                  1.6446204203233668E-032                  2.7955281905284631E-005                  2.7952486377094155E-001                  1.4123307942468669E-008                  1.2930460746171881E-077                  0.0000000000000000E+000                  3.6147896269643296E-003                  1.0588882559786515E-003                  8.7622910573338167E-003                  1.9205647200703710E-003                  5.0799608742676658E-003                 -1.5489533872718594E-001                 -3.1783934321653959E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -7.6888385999794394E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976672E+000                 -2.2941396326284997E+000                  7.0001067228923020E-001                  1.7027040377031775E-040                  2.7955281905284631E-005                  2.7952486377094155E-001                  1.4123307942468669E-008                  1.5037114288242145E-094                  0.0000000000000000E+000                  3.6147896269643296E-003                  1.0588882559786515E-003                  8.7622910573338167E-003                  1.9205647200703708E-003                  5.0799608742676658E-003                  7.0001067228922953E-001                  4.6872429206896880E-034                  2.7955281905284638E-005                  2.7952486377094155E-001                  1.4123307942468676E-008                  6.3585607136874711E-080                  0.0000000000000000E+000                  3.6147896269643305E-003                  1.0588882559786513E-003                  8.7622910573338167E-003                  1.9205647200703701E-003                  5.0799608742676623E-003                 -1.5489533872718594E-001                 -3.9768860834105865E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -9.3822835499445034E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976677E+000                 -2.2941396326284997E+000                 -1.5489533872718636E-001                 -3.3329082538184238E+001                 -4.5535361238920817E+000                 -5.5357955551188898E-001                 -7.8500635714920257E+000                 -7.9196641177565752E+001                 -9.8999999999999986E+001                 -2.4419169726452652E+000                 -2.9751498683839523E+000                 -2.0573823249429859E+000                 -2.7165710531976677E+000                 -2.2941396326285002E+000                  5.6000853783138371E-001                  2.2361989101675325E-001                                        0                                        0                                        6                  1.0000000000000000E+000                  7.8000000000000000E+008                  0.0000000000000000E+000 
