                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9793      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_n14                               center_o16                              center_ne20                              center_mg24                            log_center_h1                            log_center_h2                           log_center_he3                           log_center_he4                           log_center_li7                           log_center_be7                            log_center_b8                           log_center_c12                           log_center_n14                           log_center_o16                          log_center_ne20                          log_center_mg24                               surface_h1                               surface_h2                              surface_he3                              surface_he4                              surface_li7                              surface_be7                               surface_b8                              surface_c12                              surface_n14                              surface_o16                             surface_ne20                             surface_mg24                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                           log_surface_h1                           log_surface_h2                          log_surface_he3                          log_surface_he4                          log_surface_li7                          log_surface_be7                           log_surface_b8                          log_surface_c12                          log_surface_n14                          log_surface_o16                         log_surface_ne20                         log_surface_mg24                           log_average_h1                           log_average_h2                          log_average_he3                          log_average_he4                          log_average_li7                          log_average_be7                           log_average_b8                          log_average_c12                          log_average_n14                          log_average_o16                         log_average_ne20                         log_average_mg24                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                      557                  1.0000000000000001E-005                 -4.9999999999999991E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2514985093306619E-004                  9.9999773039059325E-001                  2.4035854882467430E-004                  6.7588426455112371E-005                  7.8130215600369222E-008                  9.9999773039059325E-001                  2.4035854882467430E-004                  6.7588426455112371E-005                  7.8130215600369222E-008                 -2.1630440514375277E+001                 -9.8999999999999986E+001                 -3.7327719462333661E+001                 -2.1630440514375277E+001                 -2.1630440514375277E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6347653638764630E+000                  2.4274863120008781E+000                  1.4674712647001393E+000                  1.5029468240128465E+000                 -3.0697297423383418E-001                  5.4778854754937267E+000                 -3.2899138080824746E+000                  1.0311470524403362E+001                 -3.2899138080824746E+000                  5.4778854754937267E+000                  6.2136880445577225E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  8.9585361537951419E-036                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  7.0298639079802539E-081                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.5047762949296249E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -8.0153053082460303E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  9.2711851819790421E-044                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  8.2861800741131437E-098                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  2.5171155945773616E-037                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  3.2959340267312577E-083                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -4.3032864744270533E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.7081645632907879E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.6599096839702192E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -8.2482021489970464E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
                                       5                                      558                  7.4416000000000000E-005                 -4.6832750158095005E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2516563486188444E-004                  8.3772142094934865E-001                  1.7154866561312602E-003                  9.9999773039059325E-001                  9.4991627409220747E-001                  8.3772142094934865E-001                  1.7154866561312602E-003                  9.9999773039059325E-001                  9.4991627409220747E-001                 -2.1630440287875746E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630440287875746E+001                 -2.1630440287875746E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6331019695889317E+000                  2.4206535257729445E+000                  1.4673816601612353E+000                  1.5031260330906548E+000                 -3.0760397861776551E-001                  5.4778855310657351E+000                 -3.2899137118130657E+000                  1.0311470676643697E+001                 -3.2899137118130657E+000                  5.4778855310657351E+000                  6.2136880434265740E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  6.6690601933804474E-035                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  5.2384205202814030E-080                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.4175935362723045E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.9280799641018234E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  6.9226407389919096E-043                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  6.1224926224607451E-097                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  1.8726990374483214E-036                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  2.4445814862584587E-082                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -4.2159728206178805E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.6213071729523207E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.5727532012735722E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -8.1611795481639007E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
                                      10                                      557                  2.5958682111999992E-004                 -4.2873687855713767E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2517000904891819E-004                  8.3772142094934865E-001                  1.7154866733537916E-003                  9.9999773039059325E-001                  9.4991627404422141E-001                  8.3772142094934865E-001                  1.7154866733537916E-003                  9.9999773039059325E-001                  9.4991627404422141E-001                 -2.1630435509770923E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630435509770923E+001                 -2.1630435509770923E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6294248934775379E+000                  2.4054334896888645E+000                  1.4671257943419831E+000                  1.5036377647291592E+000                 -3.0521272089673290E-001                  5.4778859611656916E+000                 -3.2899130580079250E+000                  1.0311471764056078E+001                 -3.2899130580079250E+000                  5.4778859611656916E+000                  6.2136880339999845E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  2.3274862931554660E-034                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  1.8304980321484869E-079                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.3633112867951120E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.8737430733664453E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  2.4397844637421732E-042                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  2.1552673198106622E-096                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  6.5336914916837252E-036                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  8.5475400912524893E-082                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -4.1612648538555526E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.5666498856213835E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.5184841375924634E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -8.1068158853518327E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
                                      15                                      557                  7.2035107872931792E-004                 -3.8914625553332525E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2516969692781730E-004                  8.4189504021217876E-001                  4.7040227132549698E-004                  9.9999773039059325E-001                  9.4991627402355416E-001                  8.4189504021217876E-001                  4.7040227132549698E-004                  9.9999773039059325E-001                  9.4991627402355416E-001                 -2.1630398780418172E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630398780418172E+001                 -2.1630398780418172E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6234169294260021E+000                  2.3802301618515034E+000                  1.4665400585263737E+000                  1.5048092363603776E+000                 -2.6071586025129090E-001                  5.4778889076070296E+000                 -3.2899085743486123E+000                  1.0311479218161958E+001                 -3.2899085743486123E+000                  5.4778889076070296E+000                  6.2136879694600844E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  6.4555707296548312E-034                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  5.0706467092100889E-079                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.3190065356219755E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.8294936647307679E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  6.9107777198359203E-042                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  6.1030849214124845E-096                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  1.8132323806511367E-035                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  2.3735625109582125E-081                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -4.1160473075574096E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.5214450587008130E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.4741546533925863E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -8.0624599326066232E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
                                      20                                      557                  1.8668799962237360E-003                 -3.4955563250951283E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2516596003842034E-004                  8.4597343474264874E-001                  2.4039676761171750E-004                  9.9999750119839426E-001                  9.4991627407732149E-001                  8.4597343474264874E-001                  2.4039676761171750E-004                  9.9999750119839426E-001                  9.4991627407732149E-001                 -2.1630186256034399E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630186256034399E+001                 -2.1630186256034399E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6134968053078684E+000                  2.3389446776060669E+000                  1.4657375646399236E+000                  1.5064142241332779E+000                 -1.1163333821346441E-001                  5.4779012265140032E+000                 -3.2898898418232134E+000                  1.0311510370018366E+001                 -3.2898898418232134E+000                  5.4779012265140032E+000                  6.2136876995845314E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  1.6562001131045425E-033                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  1.2678612820544168E-078                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.2780887190035166E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.7896928260439992E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  1.8619240397055117E-041                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  1.6441668207951725E-095                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  4.7002422147376745E-035                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  6.1567548644965293E-081                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -4.0730038040760505E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.4784054120083525E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.4327879761252888E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -8.0210648137803005E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
                                      25                                      557                  4.7198108322034464E-003                 -3.0996500948570045E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2515618984590188E-004                  8.4995839805914541E-001                  2.4045346440088443E-004                  9.9999726215676255E-001                  9.4991627394330269E-001                  8.4995839805914541E-001                  2.4045346440088443E-004                  9.9999726215676255E-001                  9.4991627394330269E-001                 -2.1629330830001813E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1629330830001813E+001                 -2.1629330830001813E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5997094267410406E+000                  2.2820790150837338E+000                  1.4648794905124114E+000                  1.5081303723883024E+000                 -5.3405909530960936E-002                  5.4779492224742281E+000                 -3.2898168386363489E+000                  1.0311631760309407E+001                 -3.2898168386363489E+000                  5.4779492224742281E+000                  6.2136866491952658E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  4.1776868487189749E-033                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  3.1795703264124627E-078                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.2379064117005385E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.7497631564756446E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  5.0933922852524588E-041                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  4.4976685395331313E-095                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  1.1893978174626970E-034                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  1.5616222238369146E-080                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -4.0292992873841570E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.4347012553514858E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.3924672862763572E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -7.9806424019079870E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
                                      30                                      552                  1.1818815689988476E-002                 -2.7037438646188803E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2513247403183678E-004                  8.7200417889062987E-001                  2.4130305598544412E-004                  9.9999726215676255E-001                  9.4038220800962058E-001                  8.7200417889062987E-001                  2.4130305598544412E-004                  9.9999726215676255E-001                  9.4038220800962058E-001                 -2.1628102192127351E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1628102192127351E+001                 -2.1628102192127351E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5907568378545838E+000                  2.2440189407897244E+000                  1.4637546311383201E+000                  1.5103800911364851E+000                 -2.8770482067825880E-002                  5.4780169307499609E+000                 -3.2897135626090126E+000                  1.0311803294979617E+001                 -3.2897135626090126E+000                  5.4780169307499609E+000                  6.2136851720917874E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  1.0479738867023108E-032                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  8.0136217783537160E-078                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.1979649538919450E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.7096171158964722E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  1.4130478361814554E-040                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  1.2478108871851032E-094                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228922986E-001                  2.9845587195869261E-034                  2.7955281905284682E-005                  2.7952486377094143E-001                  1.2531170550721866E-008                  3.9391766927817974E-080                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856492E-003                  2.1452815719479046E-003                  4.1795848505164750E-003                 -1.5489533872718589E-001                 -3.9849843135647554E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.3903851229457544E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718617E-001                 -3.3525119872177996E+001                 -4.5535361238920808E+000                 -5.5357955551188920E-001                 -7.9020083591754311E+000                 -7.9404594538363469E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228922986E-001                  2.7952486377094143E-001                                        0                                        0                                        6 
