                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9793      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_n14                               center_o16                              center_ne20                              center_mg24                            log_center_h1                            log_center_h2                           log_center_he3                           log_center_he4                           log_center_li7                           log_center_be7                            log_center_b8                           log_center_c12                           log_center_n14                           log_center_o16                          log_center_ne20                          log_center_mg24                               surface_h1                               surface_h2                              surface_he3                              surface_he4                              surface_li7                              surface_be7                               surface_b8                              surface_c12                              surface_n14                              surface_o16                             surface_ne20                             surface_mg24                               average_h1                               average_h2                              average_he3                              average_he4                              average_li7                              average_be7                               average_b8                              average_c12                              average_n14                              average_o16                             average_ne20                             average_mg24                           log_surface_h1                           log_surface_h2                          log_surface_he3                          log_surface_he4                          log_surface_li7                          log_surface_be7                           log_surface_b8                          log_surface_c12                          log_surface_n14                          log_surface_o16                         log_surface_ne20                         log_surface_mg24                           log_average_h1                           log_average_h2                          log_average_he3                          log_average_he4                          log_average_li7                          log_average_be7                           log_average_b8                          log_average_c12                          log_average_n14                          log_average_o16                         log_average_ne20                         log_average_mg24                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters                                tfm_s_age                              tfm_perc_dp                                   tfm_dp                                   tfm_mp                                tfm_s_p_d 
                                       1                                      555                  1.0000000000000001E-005                 -4.9999999999999991E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2514985267238890E-004                  9.9999773039059325E-001                  2.4035855117832252E-004                  6.7588426446119700E-005                  7.8130206495738624E-008                  9.9999773039059325E-001                  2.4035855117832252E-004                  6.7588426446119700E-005                  7.8130206495738624E-008                 -2.1630440129713040E+001                 -9.8999999999999986E+001                 -3.7026689466669680E+001                 -2.1630440129713040E+001                 -2.1630440129713040E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6347652343723582E+000                  2.4274887441521837E+000                  1.4674727397840019E+000                  1.5029438738451213E+000                 -3.0697881022381318E-001                  5.4778860641021430E+000                 -3.2899129188155709E+000                  1.0311472007103786E+001                 -3.2899129188155709E+000                  5.4778860641021430E+000                  6.2136880316166465E-001                  8.5000999446318237E-001                  1.2967695133870354E+000                  7.0001067228923031E-001                  8.9587236704782375E-036                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  7.0304025408252515E-081                  0.0000000000000000E+000                  3.5167252522529573E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.5047753858903903E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -8.0153019807803190E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  9.2711502202948583E-044                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  8.2861491931775623E-098                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856457E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228923008E-001                  2.5171178240330254E-037                  2.7955281905284688E-005                  2.7952486377094177E-001                  1.2531170550721864E-008                  3.2977932645250002E-083                  0.0000000000000000E+000                  3.5167252522529547E-003                  1.0301620435492547E-003                  9.5647424084856526E-003                  2.1452815719479046E-003                  4.1795848505164742E-003                 -1.5489533872718589E-001                 -4.3032866382000215E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.7081647251439549E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718603E-001                 -3.6599096455039735E+001                 -4.5535361238920808E+000                 -5.5357955551188864E-001                 -7.9020083591754311E+000                 -8.2481776573339815E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957526E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923008E-001                  2.7952486377094177E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5957935292951797E+013 
                                       5                                      556                  7.4416000000000000E-005                 -4.6832750158095005E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2516563560359322E-004                  8.4086063315528714E-001                  1.7154866101297920E-003                  9.9999773039059325E-001                  9.4991627409192958E-001                  8.4086063315528714E-001                  1.7154866101297920E-003                  9.9999773039059325E-001                  9.4991627409192958E-001                 -2.1630439921388447E+001                 -9.8999999999999986E+001                 -3.7327719462333661E+001                 -2.1630439921388447E+001                 -2.1630439921388447E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6331018341725847E+000                  2.4206559327027257E+000                  1.4673831344588206E+000                  1.5031209882260876E+000                 -3.0760775656248046E-001                  5.4778861216664074E+000                 -3.2899128203535235E+000                  1.0311472163549110E+001                 -3.2899128203535235E+000                  5.4778861216664074E+000                  6.2136880304356990E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  6.6692303255159791E-035                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  5.2389093363007677E-080                  0.0000000000000000E+000                  3.5167252522529573E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.4175924283724946E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.9280759117315554E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  6.9226020872236895E-043                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  6.1224584820793870E-097                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856457E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228923020E-001                  1.8718707569768273E-036                  2.7955281905284695E-005                  2.7952486377094182E-001                  1.2531170550721868E-008                  2.4303326801091525E-082                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856526E-003                  2.1452815719479046E-003                  4.1795848505164759E-003                 -1.5489533872718589E-001                 -4.2159730631018860E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.6213074151252641E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718594E-001                 -3.5727724140357246E+001                 -4.5535361238920808E+000                 -5.5357955551188853E-001                 -7.9020083591754311E+000                 -8.1614334273213856E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923020E-001                  2.7952486377094182E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5958356576215766E+013 
                                      10                                      555                  2.5958682111999992E-004                 -4.2873687855713767E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2517000929989199E-004                  8.4086063315528714E-001                  1.7154866209954220E-003                  9.9999773039059325E-001                  9.4991627404409806E-001                  8.4086063315528714E-001                  1.7154866209954220E-003                  9.9999773039059325E-001                  9.4991627404409806E-001                 -2.1630435181688689E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630435181688689E+001                 -2.1630435181688689E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6294247537776330E+000                  2.4054358750395277E+000                  1.4671272664171253E+000                  1.5036327268443892E+000                 -3.0521646945855008E-001                  5.4778865504244862E+000                 -3.2899121698224327E+000                  1.0311473246340292E+001                 -3.2899121698224327E+000                  5.4778865504244862E+000                  6.2136880210295975E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  2.3275440718153106E-034                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721869E-008                  1.8306643035013027E-079                  0.0000000000000000E+000                  3.5167252522529582E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.3633102086945975E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.8737391286776031E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923042E-001                  2.4397702144052005E-042                  2.7955281905284692E-005                  2.7952486377094166E-001                  1.2531170550721868E-008                  2.1552547335698341E-096                  0.0000000000000000E+000                  3.5167252522529573E-003                  1.0301620435492552E-003                  9.5647424084856492E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228923020E-001                  6.5328668810424617E-036                  2.7955281905284695E-005                  2.7952486377094182E-001                  1.2531170550721868E-008                  8.5367169879727389E-082                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856544E-003                  2.1452815719479050E-003                  4.1795848505164750E-003                 -1.5489533872718581E-001                 -4.1612651075019947E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.9020083591754311E+000                 -9.5666501392396171E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718594E-001                 -3.5184896191254190E+001                 -4.5535361238920808E+000                 -5.5357955551188853E-001                 -7.9020083591754311E+000                 -8.1068709116212048E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923020E-001                  2.7952486377094182E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5959559072381766E+013 
                                      15                                      555                  7.2035107872931792E-004                 -3.8914625553332525E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2516969693037475E-004                  8.4086063315528692E-001                  1.7154866467767546E-003                  9.9999773039059325E-001                  9.4991627402353251E-001                  8.4086063315528692E-001                  1.7154866467767546E-003                  9.9999773039059325E-001                  9.4991627402353251E-001                 -2.1630398506199004E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630398506199004E+001                 -2.1630398506199004E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6234167670265545E+000                  2.3802324444383061E+000                  1.4665415246186713E+000                  1.5048042162326172E+000                 -2.6071981538618277E-001                  5.4778895106128456E+000                 -3.2899076637424804E+000                  1.0311480736718885E+001                 -3.2899076637424804E+000                  5.4778895106128456E+000                  6.2136879562007707E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  6.4557526778441363E-034                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  5.0711685373009152E-079                  0.0000000000000000E+000                  3.5167252522529582E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.3190053115941652E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.8294891955690829E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923020E-001                  6.9107373634681533E-042                  2.7955281905284692E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  6.1030492748048059E-096                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228923008E-001                  1.8131507030085732E-035                  2.7955281905284685E-005                  2.7952486377094177E-001                  1.2531170550721866E-008                  2.3733268536510182E-081                  0.0000000000000000E+000                  3.5167252522529547E-003                  1.0301620435492550E-003                  9.5647424084856526E-003                  2.1452815719479050E-003                  4.1795848505164742E-003                 -1.5489533872718594E-001                 -4.1160475611699511E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.5214453123622064E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718603E-001                 -3.4741566097302730E+001                 -4.5535361238920808E+000                 -5.5357955551188864E-001                 -7.9020083591754311E+000                 -8.0624642446796614E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923008E-001                  2.7952486377094177E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5962309201555625E+013 
                                      20                                      555                  1.8668799962237360E-003                 -3.4955563250951283E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2516596024474556E-004                  8.4496266504593309E-001                  1.7154867221048382E-003                  9.9999750119839426E-001                  9.4991627407747270E-001                  8.4496266504593309E-001                  1.7154867221048382E-003                  9.9999750119839426E-001                  9.4991627407747270E-001                 -2.1630186131141272E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1630186131141272E+001                 -2.1630186131141272E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6134966339807502E+000                  2.3389469049682354E+000                  1.4657390209752437E+000                  1.5064092314276123E+000                 -1.1163487870087581E-001                  5.4779018252870095E+000                 -3.2898889368823023E+000                  1.0311511878639038E+001                 -3.2898889368823023E+000                  5.4779018252870095E+000                  6.2136876864284141E-001                  8.5000999446318259E-001                  1.2967695133870352E+000                  7.0001067228923031E-001                  1.6562551396438062E-033                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721866E-008                  1.2680147444981479E-078                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.2780872761026750E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.7896875696440915E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  1.8619133694859451E-041                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.2531170550721866E-008                  1.6441573956371858E-095                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856457E-003                  2.1452815719479055E-003                  4.1795848505164768E-003                  7.0001067228923008E-001                  4.7001617765418975E-035                  2.7955281905284688E-005                  2.7952486377094177E-001                  1.2531170550721864E-008                  6.1586001201137080E-081                  0.0000000000000000E+000                  3.5167252522529551E-003                  1.0301620435492547E-003                  9.5647424084856526E-003                  2.1452815719479046E-003                  4.1795848505164742E-003                 -1.5489533872718589E-001                 -4.0730040529600359E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.4784056609676298E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299265E+000                 -2.3788668536517186E+000                 -1.5489533872718603E-001                 -3.4327887193670598E+001                 -4.5535361238920808E+000                 -5.5357955551188864E-001                 -7.9020083591754311E+000                 -8.0210517993874674E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957526E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923008E-001                  2.7952486377094177E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5966071037014766E+013 
                                      25                                      555                  4.7198108322034464E-003                 -3.0996500948570045E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2515619041164638E-004                  8.5288687510648653E-001                  1.7154868408941217E-003                  9.9999726215676255E-001                  9.4991627394333222E-001                  8.5288687510648653E-001                  1.7154868408941217E-003                  9.9999726215676255E-001                  9.4991627394333222E-001                 -2.1629330888774014E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1629330888774014E+001                 -2.1629330888774014E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5997091568621613E+000                  2.2820808332983384E+000                  1.4648809393774738E+000                  1.5081254030454128E+000                 -5.3406505335735127E-002                  5.4779498236240975E+000                 -3.2898159300829670E+000                  1.0311633274938137E+001                 -3.2898159300829670E+000                  5.4779498236240975E+000                  6.2136866360057719E-001                  8.5000999446318259E-001                  1.2967695133870354E+000                  7.0001067228923031E-001                  4.1777919411218370E-033                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  3.1798629158131418E-078                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.2379053192185445E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.7497591602087624E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923020E-001                  5.0933662935306160E-041                  2.7955281905284688E-005                  2.7952486377094166E-001                  1.2531170550721868E-008                  4.4976455797258781E-095                  0.0000000000000000E+000                  3.5167252522529582E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228923020E-001                  1.1893897625863444E-034                  2.7955281905284695E-005                  2.7952486377094182E-001                  1.2531170550721869E-008                  1.5623184409973578E-080                  0.0000000000000000E+000                  3.5167252522529560E-003                  1.0301620435492550E-003                  9.5647424084856544E-003                  2.1452815719479055E-003                  4.1795848505164759E-003                 -1.5489533872718594E-001                 -4.0292995090063989E+001                 -4.5535361238920808E+000                 -5.5357955551188887E-001                 -7.9020083591754311E+000                 -9.4347014770517504E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718594E-001                 -3.3924675803915932E+001                 -4.5535361238920808E+000                 -5.5357955551188853E-001                 -7.9020083591754311E+000                 -7.9806230440962722E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923020E-001                  2.7952486377094182E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5970085718429422E+013 
                                      30                                      550                  1.1818815689988476E-002                 -2.7037438646188803E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  1.2513247524934722E-004                  8.8504994407657811E-001                  1.7154869468081560E-003                  9.9999726215676255E-001                  9.4038220800950945E-001                  8.8504994407657811E-001                  1.7154869468081560E-003                  9.9999726215676255E-001                  9.4038220800950945E-001                 -2.1628102407183391E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1628102407183391E+001                 -2.1628102407183391E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5907564971427135E+000                  2.2440204399014219E+000                  1.4637560621179098E+000                  1.5103751685531570E+000                 -2.8771073322891819E-002                  5.4780175323307887E+000                 -3.2897126534079861E+000                  1.0311804810689560E+001                 -3.2897126534079861E+000                  5.4780175323307887E+000                  6.2136851589193554E-001                  8.5000999446318237E-001                  1.2967695133870349E+000                  7.0001067228923031E-001                  1.0480003191363832E-032                  2.7955281905284688E-005                  2.7952486377094160E-001                  1.2531170550721868E-008                  8.0143611599938180E-078                  0.0000000000000000E+000                  3.5167252522529577E-003                  1.0301620435492552E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                 -1.5489533872718589E-001                 -3.1979638585101196E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -7.7096131090371216E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                  7.0001067228923031E-001                  1.4130425291284561E-040                  2.7955281905284685E-005                  2.7952486377094160E-001                  1.2531170550721866E-008                  1.2478061989592871E-094                  0.0000000000000000E+000                  3.5167252522529573E-003                  1.0301620435492550E-003                  9.5647424084856474E-003                  2.1452815719479059E-003                  4.1795848505164768E-003                  7.0001067228923031E-001                  2.9845499788122188E-034                  2.7955281905284692E-005                  2.7952486377094182E-001                  1.2531170550721868E-008                  3.9411430747200385E-080                  0.0000000000000000E+000                  3.5167252522529556E-003                  1.0301620435492550E-003                  9.5647424084856544E-003                  2.1452815719479050E-003                  4.1795848505164759E-003                 -1.5489533872718589E-001                 -3.9849844766751687E+001                 -4.5535361238920808E+000                 -5.5357955551188898E-001                 -7.9020083591754311E+000                 -9.3903852861174698E+001                 -9.8999999999999986E+001                 -2.4538615600570659E+000                 -2.9870944557957522E+000                 -2.0193267216199229E+000                 -2.6685156978299260E+000                 -2.3788668536517186E+000                 -1.5489533872718589E-001                 -3.3525121144083201E+001                 -4.5535361238920808E+000                 -5.5357955551188853E-001                 -7.9020083591754311E+000                 -7.9404377798721413E+001                 -9.8999999999999986E+001                 -2.4538615600570663E+000                 -2.9870944557957522E+000                 -2.0193267216199224E+000                 -2.6685156978299265E+000                 -2.3788668536517190E+000                  7.0001067228923031E-001                  2.7952486377094182E-001                                        0                                        0                                        6                  0.0000000000000000E+000                  9.9999999999999995E-007                  7.8000000000000000E+008                  7.0000000000000000E+000                  7.5975336648175438E+013 
